GS,SG,slug,PS,FS,V,atleta_id,jogos,PP,FC,DE,G,media,pontos,I,FT,CV,posicao_id,variacao,A,FD,nome,DP,PC,clube_id,DS,FF,CA,clube_nome,preco,apelido,season,rodada,target,media_5,std_5,G_media_5,A_media_5,SG_media_5,DS_media_5,FF_media_5,FS_media_5,pred
,,matheus-pereira,,7.0,,90370,16,,18.0,,1.0,2.57,0.0,,,1.0,4,0.0,3.0,3.0,Matheus Pereira da Silva,,,356,14.0,3.0,4.0,FOR,4.76,Matheus Pereira,2025,38,0.0,0.74,1.2992305415129355,1.0,3.0,,13.4,3.0,6.4,0.7200000000000003
,,rezende,,8.0,,90449,10,,9.0,,,1.33,0.0,,,,4,0.0,,,Júlio César de Rezende Miranda,,,265,8.0,,,BAH,2.76,Rezende,2025,38,0.0,0.0,0.0,,,,8.0,,8.0,0.0
,,arthur-melo,,37.0,,90532,12,,17.0,,,3.71,0.0,1.0,,1.0,4,0.0,,4.0,Arthur Henrique Ramos de Oliveira Melo,,,284,20.0,3.0,3.0,GRE,8.13,Arthur Melo,2025,38,0.0,1.02,1.4703741020570238,,,,19.4,3.0,34.6,1.0015
,,caique,,36.0,,90588,26,,51.0,,,2.32,2.1,,,,4,0.43,1.0,,Caique de Jesus Gonçalves,,1.0,286,42.0,1.0,10.0,JUV,4.23,Caíque,2025,38,2.1,2.0799999999999996,3.060555505133013,,1.0,,40.0,1.0,34.0,2.900666666666668
,,chico-da-costa,,16.0,,90608,19,,13.0,,5.0,3.03,0.0,10.0,1.0,,5,0.0,,2.0,Francisco da Costa Aragão,,,2305,3.0,8.0,2.0,MIR,6.74,Chico da Costa,2025,38,0.0,0.6599999999999999,0.8173126696681065,5.0,,,2.8,7.6,15.8,0.8686999999999998
,,matheuzinho,,55.0,,90703,27,,15.0,,4.0,3.99,1.5,2.0,,1.0,4,-1.34,1.0,13.0,Matheus Martins Fogaça de Paulo,,,287,25.0,4.0,5.0,VIT,8.89,Matheuzinho,2025,38,1.5,2.8,4.644889664997433,3.6,1.0,,23.2,4.0,53.4,2.162333333333334
,16.0,fabricio-bruno,,19.0,,90768,33,,25.0,,3.0,4.89,0.0,,,1.0,3,0.0,,4.0,Fabrício Bruno Soares de Faria,,,283,37.0,8.0,8.0,CRU,8.28,Fabrício Bruno,2025,38,0.0,2.0200000000000005,2.5153528579505453,3.0,,15.8,36.2,8.0,19.0,2.4683333333333315
,,carlos-eduardo,1.0,24.0,,90917,23,,15.0,,2.0,3.06,0.0,5.0,,,5,0.0,4.0,6.0,Carlos Eduardo Ferreira de Souza,,,2305,12.0,4.0,2.0,MIR,6.14,Carlos Eduardo,2025,38,0.0,3.6400000000000006,5.849187977830768,1.4,3.4,,11.8,4.0,22.4,4.895333333333337
,9.0,ze-marcos,,19.0,,90943,27,,24.0,,1.0,2.68,8.5,2.0,,,3,0.36,,,José Marcos Alves Luis,,,287,15.0,1.0,6.0,VIT,4.77,Zé Marcos,2025,38,8.5,3.0,4.1683330001332655,1.0,,7.8,13.0,1.0,18.2,1.5936666666666643
34.0,8.0,ronaldo,,6.0,,91101,26,,,78.0,,4.9,2.4,,,,1,-1.04,1.0,,Ronaldo de Oliveira Strada,2.0,1.0,265,,,1.0,BAH,6.93,Ronaldo,2025,38,2.4,5.06,4.119223227745737,,1.0,7.2,,,5.2,4.039633333333335
,,fernandinho,,22.0,,91130,20,,18.0,,,2.98,1.1,6.0,1.0,,5,0.0,1.0,6.0,Fernando José Marques Maciel,,,354,24.0,8.0,3.0,CEA,5.28,Fernandinho,2025,38,1.1,1.9,1.7818529681205455,,1.0,,22.8,7.2,20.2,1.8114333333333312
,4.0,kaio,,10.0,,91158,9,,8.0,,,4.88,0.0,1.0,,,3,0.0,,2.0,Kaio Fernando da Silva Pantaleão,,,263,10.0,5.0,,BOT,8.62,Kaio,2025,38,0.0,0.0,0.0,,,4.0,10.0,5.0,10.0,0.0
,,eder,,1.0,,91203,3,,3.0,,,0.93,0.0,,,,3,0.0,,2.0,Éder Ferreira Graminho,,,354,,1.0,,CEA,2.76,Éder,2025,38,0.0,0.24,0.5366563145999533,,,,,1.0,1.0,0.831075396825394
,,erick-pulgar,,9.0,,91473,15,,21.0,,1.0,2.07,0.0,,,,4,0.0,,3.0,Erick Antonio Pulgar Farfán,,,262,17.0,1.0,5.0,FLA,5.93,Erick Pulgar,2025,38,0.0,0.9799999999999993,1.397139935725839,1.0,,,15.8,1.0,9.0,1.2139999999999995
,2.0,rodrigo-sam,1.0,20.0,,91509,16,,30.0,,,3.19,3.9,6.0,,,3,-0.07,,3.0,Rodrigo Eduardo da Silva,,,286,26.0,5.0,7.0,JUV,4.93,Rodrigo Sam,2025,38,3.9,3.28,1.8873261509341743,,,2.0,21.4,4.0,16.6,2.3768666666666665
,8.0,arboleda,1.0,14.0,,91573,24,,21.0,,3.0,5.15,-0.7,4.0,,,3,-0.91,,,Robert Abel Arboleda Escobar,,,276,37.0,8.0,4.0,SAO,8.25,Arboleda,2025,38,-0.7,0.8999999999999998,2.422808287917141,3.0,,7.4,37.0,8.0,13.4,0.4230000000000001
,,rony,1.0,49.0,,91607,29,,41.0,,5.0,4.6,7.0,18.0,1.0,,5,-1.37,3.0,19.0,Ronielson da Silva Barbosa,,,282,22.0,15.0,4.0,CAM,10.33,Rony,2025,38,7.0,1.4,3.130495168499699,5.0,2.2,,21.2,15.0,49.0,1.570333333333332
,,dudu-vieira,,,,91627,0,,,,,0.0,0.0,,,,4,0.0,,,Carlos Eduardo de Souza Vieira,,,286,,,,JUV,3.0,Dudu Vieira,2025,38,0.0,0.0,0.0,,,,,,,0.0
,5.0,igor-carius,,26.0,,91639,25,,25.0,,1.0,4.26,2.5,6.0,,,2,-0.19,,7.0,Igor Aquino da Silva,,2.0,292,41.0,7.0,2.0,SPT,7.53,Igor Cariús,2025,38,2.5,1.44,1.5109599597606789,1.0,,5.0,39.2,5.8,24.8,1.7409999999999979
,6.0,marlon,,37.0,,91706,29,,28.0,,1.0,5.34,7.4,1.0,,,2,0.41,2.0,5.0,Marlon Rodrigues Xavier,,1.0,284,62.0,6.0,6.0,GRE,8.49,Marlon,2025,38,7.4,4.780000000000001,3.0556505035753028,1.0,2.0,5.2,58.0,6.0,35.2,4.922800000000001
,9.0,david-duarte,,8.0,,91772,25,,20.0,,1.0,3.31,0.0,2.0,1.0,,3,0.0,1.0,3.0,David de Duarte Macedo,,,265,11.0,10.0,4.0,BAH,5.39,David Duarte,2025,38,0.0,0.46000000000000013,1.0285912696498958,1.0,1.0,9.0,11.0,10.0,8.0,0.8053333333333333
29.0,2.0,caique-franca,,1.0,,91808,15,,,57.0,,4.24,1.2,,,,1,-2.35,,,Caíque França Godoy,1.0,,292,2.0,,2.0,SPT,6.17,Caíque França,2025,38,1.2,4.279999999999999,8.413501054852254,,,2.0,2.0,,1.0,12.343000000000018
,6.0,ze-ivaldo,,16.0,,91866,20,,22.0,,1.0,4.12,6.2,3.0,,1.0,3,-0.48,,1.0,José Ivaldo Almeida Silva,,1.0,277,29.0,11.0,6.0,SAN,7.15,Zé Ivaldo,2025,38,6.2,5.220000000000001,3.772532306024693,1.0,,4.2,25.4,11.0,16.0,5.121766666666669
,,pavon,,16.0,,91908,25,,12.0,,,3.32,14.4,3.0,,,5,1.74,6.0,9.0,Cristian David Pavón,,,284,23.0,14.0,7.0,GRE,6.87,Pavón,2025,38,14.4,6.780000000000001,6.4955369293076926,,4.0,,21.8,12.6,13.8,4.7376666666666685
,,giovanny,,15.0,,92085,19,,7.0,,,1.8,0.7,4.0,1.0,,5,0.04,2.0,3.0,Giovanny Bariani Marques,,,286,5.0,9.0,2.0,JUV,3.28,Giovanny,2025,38,0.7,1.1600000000000001,2.00074985942771,,2.0,,5.0,8.2,14.8,1.336999999999999
,6.0,lyanco,,19.0,,92087,15,,25.0,,,5.08,0.0,2.0,,2.0,3,0.0,,3.0,Lyanco Evangelista Silveira Neves Vojnovic,,1.0,282,32.0,6.0,5.0,CAM,8.87,Lyanco,2025,38,0.0,0.0,0.0,,,6.0,32.0,6.0,19.0,0.0
,,arthur-cabral,1.0,26.0,,92171,20,,28.0,,4.0,4.07,9.0,5.0,1.0,,5,0.91,1.0,9.0,Arthur Mendonça Cabral,,,263,9.0,16.0,1.0,BOT,11.13,Arthur Cabral,2025,38,9.0,2.84,3.6404670030093658,3.2,1.0,,8.8,13.6,24.4,4.364366666666669
,,jair-ventura,,,7.0,92180,12,,,,,6.07,9.27,,,,6,0.09,,,Jair Ventura,,,287,,,,VIT,10.68,Jair Ventura,2025,38,9.27,5.112,4.780446631853556,,,,,,,5.163299999999996
,3.0,juninho,,11.0,,92182,20,,15.0,,,2.54,0.0,,,,3,-0.02,,3.0,José Carlos Ferreira Júnior,,,285,21.0,6.0,5.0,INT,4.19,Juninho,2025,38,0.0,-0.12,0.26832815729997805,,,3.0,21.0,6.0,11.0,-0.4246666666666652
,,rodrigo-ely,,,,92237,2,,1.0,,,0.6,0.0,,,,3,0.0,,,Rodrigo Ely,,,284,1.0,,,GRE,4.75,Rodrigo Ely,2025,38,0.0,0.0,0.0,,,,1.0,,,0.0
,7.0,andre-ramalho,,10.0,,92440,21,,19.0,,,3.86,0.0,,,,3,0.0,,2.0,André Ramalho Silva,,1.0,264,28.0,9.0,4.0,COR,6.72,André Ramalho,2025,38,0.0,1.2,2.683281572999746,,,7.0,25.6,9.0,10.0,1.175666666666666
,,renato-kayzer,,52.0,,92696,28,,37.0,,9.0,4.32,1.8,17.0,1.0,,5,-0.43,,7.0,Renato Kayzer de Souza,,,287,9.0,17.0,3.0,VIT,8.55,Renato Kayzer,2025,38,1.8,3.1399999999999997,4.051913128387627,8.8,,,9.0,15.4,48.8,2.4726333333333357
,,deyverson,,22.0,,92708,22,,13.0,,3.0,2.76,1.4,5.0,2.0,,5,0.24,,5.0,Deyverson Brum Silva,,,356,7.0,13.0,3.0,FOR,5.41,Deyverson,2025,38,1.4,1.9000000000000008,4.176122603564218,3.0,,,6.2,13.0,22.0,0.6912916666666669
,,bruno-rodrigues,,2.0,,92811,6,,3.0,,1.0,1.73,1.7,1.0,,,5,0.1,,2.0,Bruno Rafael Rodrigues do Nascimento,,,275,,,,PAL,4.51,Bruno Rodrigues,2025,38,1.7,0.33999999999999964,0.7602631123499146,1.0,,,,,1.2,0.6792579365079356
,,borre,,20.0,,92854,29,,37.0,,5.0,3.98,1.4,12.0,1.0,1.0,5,-0.25,2.0,10.0,Rafael Santos Borré Maury,,,285,28.0,21.0,3.0,INT,9.5,Borré,2025,38,1.4,4.799999999999999,6.115145133191853,5.0,1.8,,26.6,19.8,18.2,4.347500000000004
,,ronaldo,,3.0,,92981,15,,21.0,,,1.78,0.0,2.0,,1.0,4,0.0,,2.0,Ronaldo da Silva Souza Guerrero,,,285,23.0,2.0,4.0,INT,3.64,Ronaldo,2025,38,0.0,0.0,0.0,,,,23.0,2.0,3.0,0.0
,6.0,rafael-ramos,,6.0,,93236,20,,21.0,,,3.54,3.0,,,,2,0.1,,1.0,Rafael António Figueiredo Ramos,,,354,28.0,5.0,3.0,CEA,5.28,Rafael Ramos,2025,38,3.0,1.34,1.3145341380123985,,,6.0,25.6,5.0,5.2,1.6339999999999986
,2.0,joao-basso,,6.0,,93372,6,,10.0,,1.0,4.42,0.0,,,,3,0.0,,,João Othávio Basso,,,277,7.0,,2.0,SAN,7.74,João Basso,2025,38,0.0,0.0,0.0,1.0,,2.0,7.0,,6.0,0.0
,,cantalapiedra,,13.0,,93411,17,,5.0,,3.0,5.13,3.0,3.0,2.0,,5,0.03,3.0,8.0,Aitor Cantalapiedra Fernández,,,287,15.0,8.0,1.0,VIT,7.38,Cantalapiedra,2025,38,3.0,3.16,4.464078852350171,2.8,3.0,,13.0,7.2,13.0,1.3767333333333331
,,wanderson,,15.0,,93478,27,,26.0,,,1.91,0.0,6.0,1.0,,5,0.0,2.0,10.0,Wanderson Maciel Sousa Campos,,,283,11.0,16.0,2.0,CRU,4.66,Wanderson,2025,38,0.0,0.0,0.0,,2.0,,11.0,16.0,15.0,0.0
,6.0,paulo-henrique,,24.0,,93716,26,,49.0,,1.0,7.82,0.0,1.0,2.0,1.0,2,0.0,8.0,8.0,Paulo Henrique de Oliveira Alves,,1.0,267,80.0,6.0,8.0,VAS,13.47,Paulo Henrique,2025,38,0.0,5.359999999999999,6.002332879805983,1.0,7.2,6.0,75.4,5.8,22.8,7.160999999999994
,,marlon-freitas,,9.0,,93790,31,,39.0,,,1.92,2.7,,,,4,0.28,3.0,6.0,Marlon Rodrigues Freitas,,,263,27.0,14.0,7.0,BOT,4.97,Marlon Freitas,2025,38,2.7,1.06,1.622652150030933,,3.0,,25.4,12.2,8.2,0.636666666666668
,,keiller,,,,93834,0,,,,,0.0,0.0,,,,1,0.0,,,Keiller da Silva Nunes,,,354,,,,CEA,3.0,Keiller,2025,38,0.0,0.0,0.0,,,,,,,0.0
47.0,7.0,cleiton,,9.0,,93882,31,,,105.0,,3.97,-2.7,,,,1,-1.19,,,Cleiton Schwengber,,,280,,,6.0,RBB,6.51,Cleiton,2025,38,-2.7,0.41999999999999993,2.713300573102806,,,7.0,,,9.0,0.7243333333333343
,,matheusinho,,29.0,,93886,22,,16.0,,2.0,3.88,1.3,2.0,,1.0,4,-0.44,4.0,4.0,Matheus Leonardo Sales Cardoso,,,292,21.0,9.0,1.0,SPT,6.87,Matheusinho,2025,38,1.3,2.9400000000000004,2.471436829053093,2.0,3.8,,19.2,8.2,25.6,2.9058000000000006
,,breno-lopes,,45.0,,93988,27,,12.0,,6.0,4.69,8.7,20.0,1.0,,5,1.1,3.0,11.0,Breno Henrique Vasconcelos Lopes,,,356,13.0,19.0,4.0,FOR,8.12,Breno Lopes,2025,38,8.7,3.3200000000000003,4.387140298645575,5.2,3.0,,13.0,18.2,43.8,3.1220666666666683
,,matheus-fernandes,,4.0,,94067,18,,19.0,,1.0,2.16,-0.3,,,,4,-0.38,,1.0,Matheus Fernandes Siqueira,,,280,22.0,4.0,3.0,RBB,4.21,Matheus Fernandes,2025,38,-0.3,0.24,0.7162401831787878,1.0,,,21.8,4.0,4.0,0.17739999999999997
,,maycon,,6.0,,94154,25,,14.0,,3.0,2.25,0.0,,,,4,0.0,,1.0,Maycon de Andrade Barberan,,,264,21.0,6.0,4.0,COR,4.22,Maycon,2025,38,0.0,0.43999999999999967,1.6024980499208161,3.0,,,20.4,6.0,5.4,-0.19199999999999964
,,guilherme,,58.0,,94207,31,,15.0,,4.0,6.27,20.2,13.0,1.0,,5,1.41,7.0,17.0,Guilherme Augusto Vieira dos Santos,,,277,41.0,25.0,1.0,SAN,11.82,Guilherme,2025,38,20.2,9.88,6.830958937074648,4.0,4.2,,36.4,24.2,53.2,13.080866666666644
,,matheus-babi,,14.0,,94444,18,,16.0,,2.0,1.67,0.7,5.0,,,5,-0.12,,1.0,Matheus Barcelos da Silva,,,286,7.0,6.0,4.0,JUV,3.45,Matheus Babi,2025,38,0.7,0.62,0.6058052492344446,2.0,,,7.0,5.0,13.4,0.6599999999999998
,,raphael-veiga,1.0,27.0,,94509,21,,19.0,,1.0,2.62,0.0,,,,4,0.0,2.0,5.0,Raphael Cavalcante Veiga,,,275,12.0,8.0,2.0,PAL,9.63,Raphael Veiga,2025,38,0.0,-0.10000000000000035,0.22360679775005524,1.0,2.0,,12.0,7.8,27.0,-0.20499999999999993
,2.0,lucas-oliveira,,1.0,,94514,7,,3.0,,,1.66,0.5,,,,3,-0.41,,,Lucas da Cruz Oliveira,,,267,2.0,,1.0,VAS,3.74,Lucas Oliveira,2025,38,0.5,0.1,0.22360679774999023,,,2.0,2.0,,1.0,0.06867538480038479
,,pedro,2.0,16.0,,94583,21,1.0,14.0,,12.0,7.74,0.0,2.0,1.0,,5,0.0,6.0,14.0,Pedro Guilherme Abreu dos Santos,,,262,10.0,4.0,3.0,FLA,17.97,Pedro,2025,38,0.0,0.0,0.0,12.0,6.0,,10.0,4.0,16.0,0.012666666666666666
,,lucas-fernandes,,3.0,,94931,6,,5.0,,,2.15,0.0,1.0,,,4,0.0,,2.0,Lucas Fernandes da Silva,,,286,6.0,2.0,,JUV,4.83,Lucas Fernandes,2025,38,0.0,0.5399999999999997,1.207476707849884,,,,5.8,2.0,3.0,0.21466666666666678
,7.0,juninho-capixaba,,40.0,,94968,21,,31.0,,1.0,6.01,2.7,2.0,,,2,-0.05,,6.0,Luis Antônio da Rocha Júnior,,,280,40.0,11.0,3.0,RBB,10.33,Juninho Capixaba,2025,38,2.7,0.7599999999999993,1.1844830095868617,1.0,,7.0,39.2,10.2,38.2,0.8621666666666649
,,gabriel-bahia,,1.0,,95106,4,,2.0,,,1.3,0.0,,,,3,-0.6,,,Gabriel Henrique Feitosa da Silva,,,263,3.0,1.0,,BOT,2.96,Gabriel Bahia,2025,38,0.0,0.0,0.0,,,,3.0,1.0,1.0,0.0
,4.0,nicolas,,7.0,,95127,12,,9.0,,,3.44,0.0,,,,2,0.0,,1.0,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,,,354,12.0,3.0,1.0,CEA,5.96,Nicolas,2025,38,0.0,0.0,0.0,,,4.0,12.0,3.0,7.0,0.0
,,gabriel-taliari,,66.0,,95131,32,,56.0,,7.0,4.71,5.7,9.0,2.0,,5,0.58,4.0,8.0,Gabriel Pereira Taliari,,,286,23.0,20.0,7.0,JUV,8.64,Gabriel Taliari,2025,38,5.7,8.239999999999998,10.023871507556347,6.6,4.0,,22.2,17.4,59.4,2.799999999999994
,,giraldo,,3.0,,95354,14,,17.0,,,0.28,0.0,1.0,,,4,0.0,,,Daniel Eduardo Giraldo Cárdenas,,,286,6.0,2.0,3.0,JUV,1.87,Giraldo,2025,38,0.0,0.0,0.0,,,,6.0,2.0,3.0,0.0
,,rivera,,31.0,,95357,30,,69.0,,,2.63,0.0,3.0,,,4,0.0,,,Christian Hernando Rivera Cuéllar,,,292,61.0,1.0,8.0,SPT,4.84,Rivera,2025,38,0.0,0.9,1.8138357147217063,,,,58.4,1.0,30.8,1.3336666666666663
,5.0,igor-vinicius,,20.0,,95466,22,,26.0,,,4.68,15.0,,,,2,0.8,2.0,3.0,Igor Vinícius de Souza,,,277,43.0,3.0,5.0,SAN,8.77,Igor Vinícius,2025,38,15.0,8.42,6.626990267082033,,1.5,3.2,38.6,3.0,17.2,5.657000000000005
,,raniele,,50.0,,95556,30,,36.0,,2.0,4.15,2.7,,,,4,0.2,1.0,5.0,Raniele Almeida Melo,,,264,56.0,8.0,7.0,COR,6.38,Raniele,2025,38,2.7,3.38,4.502443780881663,1.6,1.0,,54.2,7.0,48.8,3.3466666666666707
,,marcelo-benevenuto,,,,95638,0,,,,,0.0,0.0,,,,3,0.0,,,Marcelo da Conceição Benevenuto Malaquias,,,356,,,,FOR,5.0,Marcelo Benevenuto,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,lucas-kal,,2.0,,95662,11,,9.0,,,0.13,0.5,,,,4,-0.05,,,Lucas Kal Schenfeld Prigioli,,,292,3.0,2.0,,SPT,2.13,Lucas Kal,2025,38,0.5,0.05999999999999994,1.375863365309215,,,,2.8,1.6666666666666667,1.2,-0.5533333333333335
,,artur,,25.0,,95799,25,,15.0,,4.0,4.38,3.8,2.0,2.0,,5,0.2,4.0,8.0,Artur Victor Guimarães,,,263,16.0,16.0,3.0,BOT,8.73,Artur,2025,38,3.8,4.959999999999999,4.60358555910499,3.8,4.0,,13.8,14.8,23.8,5.061033333333334
9.0,,daniel-fuzato,,,,95936,3,,,4.0,,-1.27,-2.4,,,,1,-0.81,,,Daniel Cerântula Fuzato,,,267,,,,VAS,1.23,Daniel Fuzato,2025,38,-2.4,-0.48,1.073312629199899,,,,,,,-0.6431555555555558
,,lima,,30.0,,96340,26,,19.0,,2.0,1.98,0.0,1.0,1.0,,4,0.0,1.0,4.0,Vinícius Moreira de Lima,,,266,6.0,9.0,3.0,FLU,4.41,Lima,2025,38,0.0,0.24000000000000005,0.7162401831787751,2.0,1.0,,6.0,8.8,28.4,0.16533333333333347
,,charles,,4.0,,96342,17,,21.0,,1.0,1.75,6.1,4.0,,1.0,4,0.79,,1.0,Charles Rigon Mattos,,1.0,264,21.0,,2.0,COR,3.87,Charles,2025,38,6.1,1.3199999999999998,2.6808580715882737,1.0,,,17.0,,4.0,0.9486666666666652
,,joaquin-correa,1.0,20.0,,96353,18,,13.0,,2.0,3.01,0.0,2.0,1.0,,5,0.0,,7.0,Carlos Joaquín Correa,,,263,11.0,7.0,2.0,BOT,7.96,Joaquín Correa,2025,38,0.0,0.68,1.4113823011501905,2.0,,,10.2,6.6,19.8,0.8343333333333333
,,matheus-pereira,,111.0,,96610,34,,36.0,,7.0,7.03,0.0,7.0,2.0,,4,0.0,7.0,21.0,Matheus Fellipe Costa Pereira,,,283,42.0,21.0,7.0,CRU,14.85,Matheus Pereira,2025,38,0.0,4.0200000000000005,4.5926027478979705,6.4,7.0,,40.8,20.6,106.2,2.915333333333335
,,allan,,7.0,,96652,13,,19.0,,,0.56,0.0,,,,4,0.0,,2.0,Allan Rodrigues de Souza,,,262,5.0,2.0,2.0,FLA,2.22,Allan,2025,38,0.0,0.0,0.0,,,,5.0,2.0,7.0,0.0
,,rigoni,,3.0,,96684,10,,8.0,,1.0,2.06,3.2,7.0,1.0,1.0,5,0.48,1.0,2.0,Emiliano Ariel Rigoni,,,276,2.0,6.0,1.0,SAO,4.54,Rigoni,2025,38,3.2,2.4,4.247940677551889,1.0,1.0,,1.25,4.4,2.2,3.358
,7.0,saravia,,5.0,,96725,13,,16.0,,,3.42,4.7,,,,2,-0.02,,,Renzo Saravia,,,282,8.0,2.0,2.0,CAM,6.25,Saravia,2025,38,4.7,0.9400000000000006,2.1019038988498053,,,6.2,8.0,2.0,5.0,0.6749999999999998
,5.0,camutanga,,6.0,,96793,13,,16.0,,,3.46,5.2,1.0,,,3,0.12,,2.0,Cleidson Andrade da Souza Silva,,,287,15.0,5.0,7.0,VIT,5.82,Camutanga,2025,38,5.2,2.08,2.633818520703354,,,3.8,15.0,4.8,3.6,1.6116666666666652
,,carlinhos,,1.0,,96831,6,,8.0,,1.0,0.92,0.0,3.0,,1.0,5,0.0,,,Carlos Moisés de Lima,,,287,1.0,4.0,2.0,VIT,3.51,Carlinhos,2025,38,0.0,0.0,0.0,1.0,,,1.0,4.0,1.0,0.0
,3.0,emerson-royal,,24.0,,96870,13,,16.0,,1.0,5.78,0.0,,,,2,0.0,1.0,4.0,Emerson Aparecido Leite de Souza Júnior,,,262,23.0,2.0,1.0,FLA,10.19,Emerson Royal,2025,38,0.0,0.4400000000000007,0.9838699100999124,1.0,1.0,3.0,23.0,2.0,24.0,0.3416666666666666
,,guruceaga,,,,96874,0,,,,,0.0,0.0,,,,1,0.0,,,Gastón Guruceaga Fagúndez,,,286,,,,JUV,4.0,Guruceaga,2025,38,0.0,0.0,0.0,,,,,,,0.0
,4.0,carlos-cuesta,,2.0,,97095,12,,14.0,,1.0,3.71,0.0,1.0,,,3,0.0,,3.0,Carlos Eccehomo Cuesta Figueroa,,1.0,267,13.0,1.0,3.0,VAS,8.21,Carlos Cuesta,2025,38,0.0,0.76,1.9269146322554107,1.0,,4.0,11.6,1.0,2.0,1.2369999999999979
,,villasanti,,10.0,,97145,15,,24.0,,,3.93,0.0,,,,4,0.0,,,Mathías Adalberto Villasanti Rolón,,,284,42.0,4.0,5.0,GRE,9.45,Villasanti,2025,38,0.0,0.0,0.0,,,,42.0,4.0,10.0,0.0
,,alesson,,22.0,,97321,23,,28.0,,5.0,4.26,0.0,9.0,1.0,,5,0.0,3.0,5.0,Alesson dos Santos Batista,,,2305,18.0,8.0,1.0,MIR,6.46,Alesson,2025,38,0.0,3.9599999999999986,3.8069672969438546,4.8,3.0,,16.8,8.0,20.2,3.270900000000001
,,rogerio-ceni,,,16.0,97341,36,,,,,5.61,3.94,,,,6,-0.88,,,Rogério Mücke Ceni,,,265,,,,BAH,9.18,Rogério Ceni,2025,38,3.94,6.287999999999999,2.7213452555675497,,,,,,,6.976166666666672
,9.0,joao-victor,,19.0,,97460,31,,23.0,,2.0,3.25,0.0,2.0,1.0,1.0,3,0.0,1.0,1.0,João Victor Carroll Santana,,,2305,22.0,6.0,7.0,MIR,4.59,João Victor,2025,38,0.0,3.5799999999999996,4.111204203150214,2.0,1.0,8.2,21.0,6.0,17.6,2.2906666666666666
,5.0,marcal,1.0,9.0,,97468,15,,19.0,,5.0,5.84,9.5,,,,2,0.21,,,Fernando Marçal de Oliveira,,1.0,263,18.0,1.0,5.0,BOT,9.79,Marçal,2025,38,9.5,5.220000000000001,4.932240870030575,3.4,,5.0,17.2,1.0,6.8,5.3374
,,shaylon,,1.0,,97520,11,,5.0,,,1.63,0.0,1.0,,,4,0.0,,2.0,Shaylon Kallyson Cardozo - Cardoso,,,2305,9.0,5.0,1.0,MIR,4.18,Shaylon,2025,38,0.0,1.0999999999999999,1.5165750888103116,,,,7.8,5.0,1.0,1.3911666666666656
,3.0,felix-torres,,3.0,,97642,10,,14.0,,,3.54,1.9,,,,3,-0.34,,,Félix Eduardo Torres Caicedo,,,264,15.0,2.0,1.0,COR,6.4,Félix Torres,2025,38,1.9,0.3799999999999998,0.8497058314499194,,,3.0,14.2,2.0,1.4,0.35833333333333367
5.0,4.0,thiago-couto,,,,97645,7,,,28.0,,7.2,7.6,,,,1,-0.84,,,Thiago Couto Wenceslau,,1.0,287,,,,VIT,8.52,Thiago Couto,2025,38,7.6,4.66,7.567562355210559,,,2.8,,,,3.9826333333333346
,7.0,murilo,,5.0,,97653,16,,24.0,,1.0,4.01,0.0,,,,3,0.0,,1.0,Murilo Cerqueira Paim,,1.0,275,19.0,4.0,6.0,PAL,8.22,Murilo,2025,38,0.0,1.1399999999999997,2.549117494349764,1.0,,6.8,18.8,4.0,4.8,0.9376666666666665
,,erick,,71.0,,97810,29,,22.0,,3.0,5.02,11.5,1.0,2.0,,5,1.13,5.0,9.0,Erick de Arruda Serafim,,,287,28.0,21.0,7.0,VIT,8.28,Erick,2025,38,11.5,4.7,5.205285775055966,3.0,4.8,,24.0,18.8,67.2,3.365333333333332
,13.0,leo-ortiz,,5.0,,97867,26,,19.0,,1.0,4.77,0.0,1.0,2.0,,3,0.0,2.0,4.0,Leonardo Rech Ortiz,,,262,20.0,9.0,4.0,FLA,7.09,Léo Ortiz,2025,38,0.0,0.0,0.0,1.0,2.0,13.0,20.0,9.0,5.0,0.0
,4.0,iago,,3.0,,97868,13,,8.0,,1.0,2.93,0.0,1.0,,,2,0.0,,2.0,Iago Amaral Borduchi,,,265,6.0,2.0,2.0,BAH,4.45,Iago,2025,38,0.0,0.0,0.0,1.0,,4.0,6.0,2.0,3.0,0.0
,3.0,mailton,,10.0,,97898,8,,9.0,,,3.19,0.0,,,,2,0.0,,2.0,Maílton dos Santos de Sá,,,276,4.0,1.0,1.0,SAO,5.36,Maílton,2025,38,0.0,0.0,0.0,,,3.0,4.0,1.0,10.0,0.0
,9.0,matheus-bahia,,31.0,,97899,26,,21.0,,,4.38,2.2,,1.0,,2,0.1,1.0,3.0,Matheus Bahia Santos,,,354,33.0,5.0,5.0,CEA,7.82,Matheus Bahia,2025,38,2.2,1.24,0.9396807968666903,,1.0,9.0,32.4,5.0,29.2,1.732333333333332
,7.0,vitao,,2.0,,97900,30,,23.0,,,2.71,7.0,,1.0,,3,1.02,2.0,5.0,Vitor Eduardo da Silva Matos,,,285,23.0,8.0,5.0,INT,7.16,Vitão,2025,38,7.0,1.4399999999999997,3.1603797240205163,,1.2,7.0,22.2,6.4,2.0,1.9949999999999986
